,Folder,File,Settings,Toolchain,Message,Runtime (ns),Allocated memory end (bytes),Peak memory consumption (bytes),Overall iterations,Overall time,Minimization time,Initial property automaton Locations,Initial property automaton Edges,Initial RCFG Locations,Initial RCFG Edges,Initial product Locations,Initial product Edges,Optimized Product Locations,Optimized Product Edges,Trivial modules,Deterministic modules,Nondeterministic modules,Remainer module,Avg Locs trivial modules,Avg Locs deterministic modules,Avg Locs nondeterministic modules
,LTL/coolant,coolant_basis_4_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout (de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer) LongDescription: Timeout while trying to prove G((A || (B || F(G(C))))). (Timeout occurred in class SimplifyDDAWithTimeout)],720135817184.0,5.14064384E+9,420368128,72,720067712281,1733275553,4,8,78,90,198,424,198,424,71,0,0,Decomposition not yet finished,65.29577464788733,0.0,0.0
,LTL/coolant,coolant_basis_4_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout (de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer) LongDescription: Timeout while trying to prove G((A || (B || F(G(C))))). (Timeout occurred in class SimplifyDDAWithTimeout)],720101783345.0,5659164672,2324141968,72,719987599489,1827976847,4,8,78,90,198,424,198,424,71,0,0,Decomposition not yet finished,65.29577464788733,0.0,0.0
,LTL/coolant,coolant_basis_5_neg.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !((A U ((B U G(C)) || G(B)))) ,1286404983.0,5669126144,2.17121604E+9,3,1226252295,1467930,4,8,76,87,252,540,252,540,2,0,0,Nonterminating,2.5,0.0,0.0
,LTL/coolant,coolant_basis_5_neg.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !((A U ((B U G(C)) || G(B)))) ,1325377005.0,5675941888,2283247992,3,1265324627,1402563,4,8,76,87,252,540,252,540,2,0,0,Nonterminating,2.5,0.0,0.0
,LTL/coolant,coolant_basis_5_safe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],365816533.0,5677514752,124679872,4,234524901,5657629,7,26,76,87,428,1697,428,1697,3,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_5_safe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],368732870.0,5.64658176E+9,128707024,4,235627560,5563663,7,26,76,87,428,1697,428,1697,3,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_5_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property (A U ((B U G(C)) || G(B))) ,34084427967.0,5714214912,2291383384,3,33945746080,5351855,7,26,76,87,428,1697,428,1697,2,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_5_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property (A U ((B U G(C)) || G(B))) ,34130412125.0,5784993792,2359715488,3,34003712923,5283431,7,26,76,87,428,1697,428,1697,2,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_6_safe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],139470154921.0,5850005504,510165248,19,139431601234,23104845,2,3,74,85,131,210,131,210,12,6,0,-,5.916666666666667,27.0,0.0
,LTL/coolant,coolant_basis_6_safe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],190491064940.0,5929172992,2323411808,19,190435140308,1121557425,2,3,74,85,131,210,131,210,12,6,0,-,5.916666666666667,25.5,0.0
,LTL/coolant,coolant_basis_6_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,204352749227.0,6040322048,2663098232,17,204313846342,28268943,2,3,74,85,131,210,131,210,10,6,0,Unknown,5.9,25.333333333333332,0.0
,LTL/coolant,coolant_basis_6_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,303525760741.0,6.08960512E+9,2751383032,17,303472064213,893110252,2,3,74,85,131,210,131,210,10,6,0,Unknown,5.7,22.333333333333332,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,01-exsec2.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],31239837.0,6065487872,60015336,3,12945418,827873,2,4,19,27,30,68,30,68,2,0,0,-,2.5,0.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,01-exsec2.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],22127158.0,6090653696,60026528,3,9416738,628553,2,4,19,27,30,68,30,68,2,0,0,-,2.5,0.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,02-fig8-2007.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],102704339.0,6.06601216E+9,56256416,3,21456152,600477,2,3,68,77,117,182,117,182,2,0,0,-,3.5,0.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,02-fig8-2007.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],51667888.0,6.08436224E+9,84384464,3,20740293,615059,2,3,68,77,117,182,117,182,2,0,0,-,3.5,0.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,03-toyacquirerelease.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],91042390.0,6.06601216E+9,817341224,3,72926946,615040,2,3,33,43,57,100,57,100,1,1,0,-,3.0,5.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,03-toyacquirerelease.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],92748728.0,6078595072,815175184,3,74742180,617886,2,3,33,43,57,100,57,100,1,1,0,-,3.0,5.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,04-toylinarith1.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property (A ==> F(B)) ,1638217141.0,6077546496,2691636904,8,1616346226,3538483,2,2,38,47,37,43,37,43,6,1,0,Nonterminating,6.833333333333333,6.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,04-toylinarith1.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property (A ==> F(B)) ,1593692071.0,6071779328,2534513216,8,1572792388,3726849,2,2,38,47,37,43,37,43,6,1,0,Nonterminating,6.833333333333333,6.0,0.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,05-toylinarith2.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],5214053632.0,6.08436224E+9,642661248,16,5184784757,22189438,2,2,51,61,50,57,50,57,8,5,2,-,9.125,6.0,6.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,05-toylinarith2.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],6135419642.0,6085410816,1652239592,16,6109100448,15148484,2,2,51,61,50,57,50,57,8,5,2,-,9.125,6.0,6.0
,LTL/koskinen/ltlcmodelchecker-benchmarks,06-postgreSQL_strmsrv.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],194511551.0,6079643648,59532672,5,85431109,6361680,4,8,130,164,322,788,322,788,4,0,0,-,3.0,0.0,0.0
